Resim,Ürün Adı,Son Fiyat,Eski Fiyat,Açıklama,Kategori,Kaynak,Tarih
https://www.migros.com.tr/assets/icons/fast-cart-icon.svg,Kaktüs Aranjman Tripod Ayaklı Saksı,"299,95 TL",-,"İade Sürecini Nasıl Başlatabilirim?
Migros uygulamasından aldığınız ürünler için 14 gün gün içinde cayma hakkınızı kullanabilirsiniz. Bunun dışında, 30 gün içinde ilettiğiniz iade talepleri için müşteri memnuniyeti politikalarımız kapsamında iade talepleriniz değerlendirilecektir. İade sürecini 0850 200 40 00 telefon numarası üzerinden başlatabilirsiniz.
İade Koşulları:
Her türlü iadeler mutlak suretle orjinal kutu ve ürünün ambalajı (koruma bandı) bozulmaksızın yapılmalıdır.
Ürün fatura aslınının iade/değişim bildirimi ile birlikte gönderilmesi gerekmektedir.
Elektronik ürünler ve cep telefonları yetkili servis garantisinde bulunmaktadır. Üründe yaşanan sorun ya da ayıplı mal yetkili servis tarafından belgelendikten sonra tarafımızca tüm aksesuarları ile birlikte iade olarak kabul edilmektedir. Cep telefonları ürünlerinde kutu içerisindeki garanti belgesinin kaşelenmesi için ürünün kutusu açılmakta ve orjinal ambalajı açık şekilde teslim edilmektedir.
Kurulum gerektiren elektronik ürünler yetkili servis çalışanları tarafından açıldıktan sonra, herhangi bir hasar/kusur/ayıp tespit edilmesi halinde tespit tutanağı doldurtulması gerekir. Tespit tutanağı olmayan veya yetkili servis kontrolü dışında açılmış olan ürünler için iade/değişim işlemi gerçekleştirilemez.
Kargo belgesi ile teslim edilen ürünler kargo görevlisi huzurunda açılmalıdır. Ürünün dış ambalajında hiç bir hasar, açıklık, darbe, ıslaklık vb. olmaması, buna rağmen ürünün hasarlı çıkması durumunda, mevcut durum bir tutanakla karşılıklı olarak imza altına alınmalıdır. Kargo görevlisi tutanağın 1 nüshasını müşteriye vermekle yükümlüdür. Ürün hasar tespit tutanağının ve fatura aslının iade/değişim bildirimi ile birlikte gönderilmesi gerekmektedir.
Cayma Hakkının Geçerli Olmadığı Durumlar
Fiyatı finansal piyasalardaki dalgalanmalara bağlı olarak değişen ve satıcının kontrolünde olmayan ürün veya hizmetler iade/değişim kapsamında değerlendirilmemektedir.
Kişisel istekler doğrultusunda size özel olarak üretilen veya üzerinde değişiklik yapılan ürünler iade/değişim kapsamında degerlendirilmemektedir.
Çabuk bozulabilen veya son kullanma tarihi geçebilecek ürünler iade/değişim kapsamında değerlendirilmemektedir.
Sağlık veya hijyen açısından iadesi uygun olmayıp, tesliminden sonra ambalaj, bant, mühür, paket gibi koruyucu unsurları açılmış olan ürünler iade/değişim kapsamında değerlendirilmemektedir. (İç giyim, mayo, bikini, kişisel bakım, kozmetik ürünleri vb.)
Tesliminden sonra başka ürünlerle karışan ve doğası gereği ayrıştırılması mümkün olmayan ürünler iade/değişim kapsamında değerlendirilmemektedir.
Ürünün tesliminden sonra ambalajın açılmış olması halinde maddi ortamda sunulan kitap, dijital içerik ve bilgisayar sarf malzemeleri iade/değişim kapsamında değerlendirilmemektedir.
Abonelik sözleşmesi kapsamında sağlananlar dışında, gazete, dergi gibi süreli yayınlar iade/değişim kapsamında değerlendirilmemektedir.
Belirli bir tarihte veya dönemde yapılması gereken, konaklama, eşya taşıma, araba kiralama, yiyecek- içecek tedariki ve boş zamanın değerlendirilmesine ilişkin ürünler iade/değişim kapsamında değerlendirilmemektedir.
Elektronik ortamda anında ifa edilen hizmetler veya anında teslim edilen gayrimaddi ürünler iade/değişim kapsamında değerlendirilmemektedir.
Yiyecek ve içecek gibi günlük tüketim maddelerinin, satıcının düzenli teslimatları çerçevesinde tüketicinin meskenine veya işyerine gönderilmesi iade/değişim kapsamında değerlendirilmemektedir.",Cicek,https://www.migros.com.tr/kaktus-aranjman-tripod-ayakli-saksi-p-1b91313,2024-10-30 12:24:04
https://www.migros.com.tr/assets/icons/fast-cart-icon.svg,Kaktüs Aranjman Tripod Ayaklı Saksı,"299,95 TL",-,"İade Sürecini Nasıl Başlatabilirim?
Migros uygulamasından aldığınız ürünler için 14 gün gün içinde cayma hakkınızı kullanabilirsiniz. Bunun dışında, 30 gün içinde ilettiğiniz iade talepleri için müşteri memnuniyeti politikalarımız kapsamında iade talepleriniz değerlendirilecektir. İade sürecini 0850 200 40 00 telefon numarası üzerinden başlatabilirsiniz.
İade Koşulları:
Her türlü iadeler mutlak suretle orjinal kutu ve ürünün ambalajı (koruma bandı) bozulmaksızın yapılmalıdır.
Ürün fatura aslınının iade/değişim bildirimi ile birlikte gönderilmesi gerekmektedir.
Elektronik ürünler ve cep telefonları yetkili servis garantisinde bulunmaktadır. Üründe yaşanan sorun ya da ayıplı mal yetkili servis tarafından belgelendikten sonra tarafımızca tüm aksesuarları ile birlikte iade olarak kabul edilmektedir. Cep telefonları ürünlerinde kutu içerisindeki garanti belgesinin kaşelenmesi için ürünün kutusu açılmakta ve orjinal ambalajı açık şekilde teslim edilmektedir.
Kurulum gerektiren elektronik ürünler yetkili servis çalışanları tarafından açıldıktan sonra, herhangi bir hasar/kusur/ayıp tespit edilmesi halinde tespit tutanağı doldurtulması gerekir. Tespit tutanağı olmayan veya yetkili servis kontrolü dışında açılmış olan ürünler için iade/değişim işlemi gerçekleştirilemez.
Kargo belgesi ile teslim edilen ürünler kargo görevlisi huzurunda açılmalıdır. Ürünün dış ambalajında hiç bir hasar, açıklık, darbe, ıslaklık vb. olmaması, buna rağmen ürünün hasarlı çıkması durumunda, mevcut durum bir tutanakla karşılıklı olarak imza altına alınmalıdır. Kargo görevlisi tutanağın 1 nüshasını müşteriye vermekle yükümlüdür. Ürün hasar tespit tutanağının ve fatura aslının iade/değişim bildirimi ile birlikte gönderilmesi gerekmektedir.
Cayma Hakkının Geçerli Olmadığı Durumlar
Fiyatı finansal piyasalardaki dalgalanmalara bağlı olarak değişen ve satıcının kontrolünde olmayan ürün veya hizmetler iade/değişim kapsamında değerlendirilmemektedir.
Kişisel istekler doğrultusunda size özel olarak üretilen veya üzerinde değişiklik yapılan ürünler iade/değişim kapsamında degerlendirilmemektedir.
Çabuk bozulabilen veya son kullanma tarihi geçebilecek ürünler iade/değişim kapsamında değerlendirilmemektedir.
Sağlık veya hijyen açısından iadesi uygun olmayıp, tesliminden sonra ambalaj, bant, mühür, paket gibi koruyucu unsurları açılmış olan ürünler iade/değişim kapsamında değerlendirilmemektedir. (İç giyim, mayo, bikini, kişisel bakım, kozmetik ürünleri vb.)
Tesliminden sonra başka ürünlerle karışan ve doğası gereği ayrıştırılması mümkün olmayan ürünler iade/değişim kapsamında değerlendirilmemektedir.
Ürünün tesliminden sonra ambalajın açılmış olması halinde maddi ortamda sunulan kitap, dijital içerik ve bilgisayar sarf malzemeleri iade/değişim kapsamında değerlendirilmemektedir.
Abonelik sözleşmesi kapsamında sağlananlar dışında, gazete, dergi gibi süreli yayınlar iade/değişim kapsamında değerlendirilmemektedir.
Belirli bir tarihte veya dönemde yapılması gereken, konaklama, eşya taşıma, araba kiralama, yiyecek- içecek tedariki ve boş zamanın değerlendirilmesine ilişkin ürünler iade/değişim kapsamında değerlendirilmemektedir.
Elektronik ortamda anında ifa edilen hizmetler veya anında teslim edilen gayrimaddi ürünler iade/değişim kapsamında değerlendirilmemektedir.
Yiyecek ve içecek gibi günlük tüketim maddelerinin, satıcının düzenli teslimatları çerçevesinde tüketicinin meskenine veya işyerine gönderilmesi iade/değişim kapsamında değerlendirilmemektedir.",Cicek,https://www.migros.com.tr/kaktus-aranjman-tripod-ayakli-saksi-p-1b91313,2024-10-30 12:24:07
https://www.migros.com.tr/assets/icons/fast-cart-icon.svg,Kabak Saksı Aranjman,"149,95 TL",-,"Mağaza stoklarıyla sınırlıdır. Adet fiyatıdır. Tercih ettiğiniz seçeneği ürün notuna ekleyebilirsiniz. Tercih ettiğiniz seçenek mağaza stoklarında mevcut ise, tercih ettiğiniz seçenek teslimi yapılabilecektir.",Cicek,https://www.migros.com.tr/kabak-saksi-aranjman-p-1b91076,2024-10-30 12:24:09
https://www.migros.com.tr/assets/icons/fast-cart-icon.svg,Kabak Saksı Aranjman,"149,95 TL",-,"Mağaza stoklarıyla sınırlıdır. Adet fiyatıdır. Tercih ettiğiniz seçeneği ürün notuna ekleyebilirsiniz. Tercih ettiğiniz seçenek mağaza stoklarında mevcut ise, tercih ettiğiniz seçenek teslimi yapılabilecektir.",Cicek,https://www.migros.com.tr/kabak-saksi-aranjman-p-1b91076,2024-10-30 12:24:11
https://www.migros.com.tr/assets/icons/fast-cart-icon.svg,Muz Yerli Kg,"38,95 TL","34,95 TL","Muhteşem lezzetiyle günün her saatinde keyifle tüketilebilen muz yerli, en sevilen meyvelerden biri olarak ön plana çıkıyor. Besleyiciliğinin yanı sıra oldukça doyurucu bir özelliğe sahip olan yerli muzlar, çocuklardan büyüklere kadar tüm yaş grupları tarafından sevilerek tüketiliyor. 

Waffle, kek, pasta, puding ve yoğurt gibi çeşitli yiyeceklere dahil edilerek farklı lezzetlerin orta çıkmasında önemli bir yere sahip olan yerli muz, shake hazırlamada da büyük bir keyifle kullanılıyor.",Meyve Sebze,https://www.migros.com.tr/muz-yerli-kg-p-1a01b70,2024-10-30 12:24:21
https://www.migros.com.tr/assets/icons/fast-cart-icon.svg,Muz Yerli Kg,"38,95 TL","34,95 TL","Muhteşem lezzetiyle günün her saatinde keyifle tüketilebilen muz yerli, en sevilen meyvelerden biri olarak ön plana çıkıyor. Besleyiciliğinin yanı sıra oldukça doyurucu bir özelliğe sahip olan yerli muzlar, çocuklardan büyüklere kadar tüm yaş grupları tarafından sevilerek tüketiliyor. 

Waffle, kek, pasta, puding ve yoğurt gibi çeşitli yiyeceklere dahil edilerek farklı lezzetlerin orta çıkmasında önemli bir yere sahip olan yerli muz, shake hazırlamada da büyük bir keyifle kullanılıyor.",Meyve Sebze,https://www.migros.com.tr/muz-yerli-kg-p-1a01b70,2024-10-30 12:24:23
https://www.migros.com.tr/assets/icons/fast-cart-icon.svg,Soğan Kuru (Yeni Mahsul) Kg,"12,95 TL",-,"Soğan Taze Bas, kendine has lezzeti ile hem yemeklerde hem de salatalarda tercih edilebilir. 

Soğan hem sebze yemeklerine hem de et yemeklerine lezzet katar. Soğanları mutfak robotundan geçirip adeta püre haline getirdikten sonra etlerin üzerine döküp bir saklama kabında 5-6 saat bekleterek eti marine edebilir yani dinlendirebilirsiniz. Böylece et, piştiğine daha yumuşak ve lezzetli olacaktır.",Meyve Sebze,https://www.migros.com.tr/sogan-kuru-yeni-mahsul-kg-p-1b13277,2024-10-30 12:24:25
https://www.migros.com.tr/assets/icons/fast-cart-icon.svg,Soğan Kuru (Yeni Mahsul) Kg,"12,95 TL",-,"Soğan Taze Bas, kendine has lezzeti ile hem yemeklerde hem de salatalarda tercih edilebilir. 

Soğan hem sebze yemeklerine hem de et yemeklerine lezzet katar. Soğanları mutfak robotundan geçirip adeta püre haline getirdikten sonra etlerin üzerine döküp bir saklama kabında 5-6 saat bekleterek eti marine edebilir yani dinlendirebilirsiniz. Böylece et, piştiğine daha yumuşak ve lezzetli olacaktır.",Meyve Sebze,https://www.migros.com.tr/sogan-kuru-yeni-mahsul-kg-p-1b13277,2024-10-30 12:24:28
https://www.migros.com.tr/assets/icons/fast-cart-icon.svg,Patates Yeni Mahsul Kg,"13,95 TL",-,"Kahvaltıdan ana yemeğe kadar birçok şekilde hazırlanıp sevilerek tüketilen Patates Taze Dökme, pişirdiğiniz tüm yemeklere ayrı bir lezzet kazandırmayı başarıyor. 

Kızartma şeklinde günün neredeyse her saatinde tüketilmeye hazır olan taze patatesler, salatalara dahil olduğunda ortaya muhteşem bir tadın çıkmasına yardımcı oluyor. Ana yemek şeklinde de pişirilerek yemeye hazır hale gelen patatesler, kumpir yapımında da çeşitli malzemelerle bir arada tüketilebiliyor. 

Uzun süre tazeliğini korumayı başaran dökme patateslerin bozulmadan saklanabilmeleri için serin ve nemden uzak bir yerde muhafaza edilmesi öneriliyor. Çeşitli boyutlarda satışa sunulan dökme patatesleri afiyetle tüketebilirsiniz.",Meyve Sebze,https://www.migros.com.tr/patates-yeni-mahsul-kg-p-1afb90b,2024-10-30 12:24:30
https://www.migros.com.tr/assets/icons/fast-cart-icon.svg,Patates Yeni Mahsul Kg,"13,95 TL",-,"Kahvaltıdan ana yemeğe kadar birçok şekilde hazırlanıp sevilerek tüketilen Patates Taze Dökme, pişirdiğiniz tüm yemeklere ayrı bir lezzet kazandırmayı başarıyor. 

Kızartma şeklinde günün neredeyse her saatinde tüketilmeye hazır olan taze patatesler, salatalara dahil olduğunda ortaya muhteşem bir tadın çıkmasına yardımcı oluyor. Ana yemek şeklinde de pişirilerek yemeye hazır hale gelen patatesler, kumpir yapımında da çeşitli malzemelerle bir arada tüketilebiliyor. 

Uzun süre tazeliğini korumayı başaran dökme patateslerin bozulmadan saklanabilmeleri için serin ve nemden uzak bir yerde muhafaza edilmesi öneriliyor. Çeşitli boyutlarda satışa sunulan dökme patatesleri afiyetle tüketebilirsiniz.",Meyve Sebze,https://www.migros.com.tr/patates-yeni-mahsul-kg-p-1afb90b,2024-10-30 12:24:32
https://www.migros.com.tr/assets/icons/fast-cart-icon.svg,Domates Pembe Kg,"99,95 TL","84,95 TL","Son derece doğal ve ince kabuklu olan pembe domates, içerdiği A, C, E ve B vitaminleriyle vücudunuzun ihtiyaç duyduğu besin öğelerini karşılama konusunda önemli rol oynuyor. Mükemmel bir kokuya sahip olan bu domates türü ile harika bir çorba yapabilir, salatalarınıza renk katabilir ve kahvaltı sofralarınızda keyifle tüketebilirsiniz. Tek başına tüm öğünlerde tüketilebileceği gibi, fırın, mangal veya ızgarada da sunum yapabilirsiniz.",Meyve Sebze,https://www.migros.com.tr/domates-pembe-kg-p-1ac9aca,2024-10-30 12:24:35
https://www.migros.com.tr/assets/icons/fast-cart-icon.svg,Domates Pembe Kg,"99,95 TL","84,95 TL","Son derece doğal ve ince kabuklu olan pembe domates, içerdiği A, C, E ve B vitaminleriyle vücudunuzun ihtiyaç duyduğu besin öğelerini karşılama konusunda önemli rol oynuyor. Mükemmel bir kokuya sahip olan bu domates türü ile harika bir çorba yapabilir, salatalarınıza renk katabilir ve kahvaltı sofralarınızda keyifle tüketebilirsiniz. Tek başına tüm öğünlerde tüketilebileceği gibi, fırın, mangal veya ızgarada da sunum yapabilirsiniz.",Meyve Sebze,https://www.migros.com.tr/domates-pembe-kg-p-1ac9aca,2024-10-30 12:24:37
https://www.migros.com.tr/assets/icons/fast-cart-icon.svg,Semizotu Adet,"36,95 TL",-,"Semizotu Adet, yaz sofralarının en ferah sebzelerinden biri olarak sizlere sunulur ve demet olarak satılır.

Semizotunu pişirmeden tüketmek isterseniz iyice yıkadıktan sonra dilimleyerek salatalarınıza katabilir, yoğurt ve sarımsakla karıştırıp, bol limon ve zeytinyağı ekleyerek tüketebilirsiniz. Semizotu, pişirildiğinde de hafif mayhoş bir tada sahip olarak, sofranıza lezzet katıyor.",Meyve Sebze,https://www.migros.com.tr/semizotu-adet-p-1b10bca,2024-10-30 12:24:39
https://www.migros.com.tr/assets/icons/fast-cart-icon.svg,Semizotu Adet,"36,95 TL",-,"Semizotu Adet, yaz sofralarının en ferah sebzelerinden biri olarak sizlere sunulur ve demet olarak satılır.

Semizotunu pişirmeden tüketmek isterseniz iyice yıkadıktan sonra dilimleyerek salatalarınıza katabilir, yoğurt ve sarımsakla karıştırıp, bol limon ve zeytinyağı ekleyerek tüketebilirsiniz. Semizotu, pişirildiğinde de hafif mayhoş bir tada sahip olarak, sofranıza lezzet katıyor.",Meyve Sebze,https://www.migros.com.tr/semizotu-adet-p-1b10bca,2024-10-30 12:24:42
https://www.migros.com.tr/assets/icons/fast-cart-icon.svg,Limon Kg,"34,95 TL",-,"Türkiye'de ılıman iklimin hakim olduğu Mersin dolaylarında yetiştirilen ve bu çevreden tüm ülkeye dağıtılan limon; turunçgiller familyasının en küçük meyvesidir. C vitamini bakımından oldukça zengin olan limon; ekşiliği ve eşsiz kokusuyla sofraların ve içeceklerin vazgeçilmez ürünlerindendir.
Türkiye'de limon hemen hemen her şeyde kullanılan bir ürün. Ihlamurdan kolaya, pırasadan keklere kadar hemen hemen her şeyde limon kabuğu ya da limon suyu ekşi seven kişiler tarafından sıklıkla kullanılır.
Siz de yemeklerinizi ve içeceklerinizi limonun kendine has lezzetiyle süslemek istiyorsanız hemen sepetinize ekleyebilir, güvenle satın alabilirsiniz.",Meyve Sebze,https://www.migros.com.tr/limon-kg-p-19ff462,2024-10-30 12:24:44
https://www.migros.com.tr/assets/icons/fast-cart-icon.svg,Limon Kg,"34,95 TL",-,"Türkiye'de ılıman iklimin hakim olduğu Mersin dolaylarında yetiştirilen ve bu çevreden tüm ülkeye dağıtılan limon; turunçgiller familyasının en küçük meyvesidir. C vitamini bakımından oldukça zengin olan limon; ekşiliği ve eşsiz kokusuyla sofraların ve içeceklerin vazgeçilmez ürünlerindendir.
Türkiye'de limon hemen hemen her şeyde kullanılan bir ürün. Ihlamurdan kolaya, pırasadan keklere kadar hemen hemen her şeyde limon kabuğu ya da limon suyu ekşi seven kişiler tarafından sıklıkla kullanılır.
Siz de yemeklerinizi ve içeceklerinizi limonun kendine has lezzetiyle süslemek istiyorsanız hemen sepetinize ekleyebilir, güvenle satın alabilirsiniz.",Meyve Sebze,https://www.migros.com.tr/limon-kg-p-19ff462,2024-10-30 12:24:46
https://www.migros.com.tr/assets/icons/fast-cart-icon.svg,Hıyar Badem Paket Kg,"94,95 TL",-,"İade Sürecini Nasıl Başlatabilirim?
Migros uygulamasından aldığınız ürünler için 14 gün gün içinde cayma hakkınızı kullanabilirsiniz. Bunun dışında, 30 gün içinde ilettiğiniz iade talepleri için müşteri memnuniyeti politikalarımız kapsamında iade talepleriniz değerlendirilecektir. İade sürecini 0850 200 40 00 telefon numarası üzerinden başlatabilirsiniz.
İade Koşulları:
Her türlü iadeler mutlak suretle orjinal kutu ve ürünün ambalajı (koruma bandı) bozulmaksızın yapılmalıdır.
Ürün fatura aslınının iade/değişim bildirimi ile birlikte gönderilmesi gerekmektedir.
Elektronik ürünler ve cep telefonları yetkili servis garantisinde bulunmaktadır. Üründe yaşanan sorun ya da ayıplı mal yetkili servis tarafından belgelendikten sonra tarafımızca tüm aksesuarları ile birlikte iade olarak kabul edilmektedir. Cep telefonları ürünlerinde kutu içerisindeki garanti belgesinin kaşelenmesi için ürünün kutusu açılmakta ve orjinal ambalajı açık şekilde teslim edilmektedir.
Kurulum gerektiren elektronik ürünler yetkili servis çalışanları tarafından açıldıktan sonra, herhangi bir hasar/kusur/ayıp tespit edilmesi halinde tespit tutanağı doldurtulması gerekir. Tespit tutanağı olmayan veya yetkili servis kontrolü dışında açılmış olan ürünler için iade/değişim işlemi gerçekleştirilemez.
Kargo belgesi ile teslim edilen ürünler kargo görevlisi huzurunda açılmalıdır. Ürünün dış ambalajında hiç bir hasar, açıklık, darbe, ıslaklık vb. olmaması, buna rağmen ürünün hasarlı çıkması durumunda, mevcut durum bir tutanakla karşılıklı olarak imza altına alınmalıdır. Kargo görevlisi tutanağın 1 nüshasını müşteriye vermekle yükümlüdür. Ürün hasar tespit tutanağının ve fatura aslının iade/değişim bildirimi ile birlikte gönderilmesi gerekmektedir.
Cayma Hakkının Geçerli Olmadığı Durumlar
Fiyatı finansal piyasalardaki dalgalanmalara bağlı olarak değişen ve satıcının kontrolünde olmayan ürün veya hizmetler iade/değişim kapsamında değerlendirilmemektedir.
Kişisel istekler doğrultusunda size özel olarak üretilen veya üzerinde değişiklik yapılan ürünler iade/değişim kapsamında degerlendirilmemektedir.
Çabuk bozulabilen veya son kullanma tarihi geçebilecek ürünler iade/değişim kapsamında değerlendirilmemektedir.
Sağlık veya hijyen açısından iadesi uygun olmayıp, tesliminden sonra ambalaj, bant, mühür, paket gibi koruyucu unsurları açılmış olan ürünler iade/değişim kapsamında değerlendirilmemektedir. (İç giyim, mayo, bikini, kişisel bakım, kozmetik ürünleri vb.)
Tesliminden sonra başka ürünlerle karışan ve doğası gereği ayrıştırılması mümkün olmayan ürünler iade/değişim kapsamında değerlendirilmemektedir.
Ürünün tesliminden sonra ambalajın açılmış olması halinde maddi ortamda sunulan kitap, dijital içerik ve bilgisayar sarf malzemeleri iade/değişim kapsamında değerlendirilmemektedir.
Abonelik sözleşmesi kapsamında sağlananlar dışında, gazete, dergi gibi süreli yayınlar iade/değişim kapsamında değerlendirilmemektedir.
Belirli bir tarihte veya dönemde yapılması gereken, konaklama, eşya taşıma, araba kiralama, yiyecek- içecek tedariki ve boş zamanın değerlendirilmesine ilişkin ürünler iade/değişim kapsamında değerlendirilmemektedir.
Elektronik ortamda anında ifa edilen hizmetler veya anında teslim edilen gayrimaddi ürünler iade/değişim kapsamında değerlendirilmemektedir.
Yiyecek ve içecek gibi günlük tüketim maddelerinin, satıcının düzenli teslimatları çerçevesinde tüketicinin meskenine veya işyerine gönderilmesi iade/değişim kapsamında değerlendirilmemektedir.",Meyve Sebze,https://www.migros.com.tr/hiyar-badem-paket-kg-p-1ad3add,2024-10-30 12:24:49
https://www.migros.com.tr/assets/icons/fast-cart-icon.svg,Hıyar Badem Paket Kg,"94,95 TL",-,"İade Sürecini Nasıl Başlatabilirim?
Migros uygulamasından aldığınız ürünler için 14 gün gün içinde cayma hakkınızı kullanabilirsiniz. Bunun dışında, 30 gün içinde ilettiğiniz iade talepleri için müşteri memnuniyeti politikalarımız kapsamında iade talepleriniz değerlendirilecektir. İade sürecini 0850 200 40 00 telefon numarası üzerinden başlatabilirsiniz.
İade Koşulları:
Her türlü iadeler mutlak suretle orjinal kutu ve ürünün ambalajı (koruma bandı) bozulmaksızın yapılmalıdır.
Ürün fatura aslınının iade/değişim bildirimi ile birlikte gönderilmesi gerekmektedir.
Elektronik ürünler ve cep telefonları yetkili servis garantisinde bulunmaktadır. Üründe yaşanan sorun ya da ayıplı mal yetkili servis tarafından belgelendikten sonra tarafımızca tüm aksesuarları ile birlikte iade olarak kabul edilmektedir. Cep telefonları ürünlerinde kutu içerisindeki garanti belgesinin kaşelenmesi için ürünün kutusu açılmakta ve orjinal ambalajı açık şekilde teslim edilmektedir.
Kurulum gerektiren elektronik ürünler yetkili servis çalışanları tarafından açıldıktan sonra, herhangi bir hasar/kusur/ayıp tespit edilmesi halinde tespit tutanağı doldurtulması gerekir. Tespit tutanağı olmayan veya yetkili servis kontrolü dışında açılmış olan ürünler için iade/değişim işlemi gerçekleştirilemez.
Kargo belgesi ile teslim edilen ürünler kargo görevlisi huzurunda açılmalıdır. Ürünün dış ambalajında hiç bir hasar, açıklık, darbe, ıslaklık vb. olmaması, buna rağmen ürünün hasarlı çıkması durumunda, mevcut durum bir tutanakla karşılıklı olarak imza altına alınmalıdır. Kargo görevlisi tutanağın 1 nüshasını müşteriye vermekle yükümlüdür. Ürün hasar tespit tutanağının ve fatura aslının iade/değişim bildirimi ile birlikte gönderilmesi gerekmektedir.
Cayma Hakkının Geçerli Olmadığı Durumlar
Fiyatı finansal piyasalardaki dalgalanmalara bağlı olarak değişen ve satıcının kontrolünde olmayan ürün veya hizmetler iade/değişim kapsamında değerlendirilmemektedir.
Kişisel istekler doğrultusunda size özel olarak üretilen veya üzerinde değişiklik yapılan ürünler iade/değişim kapsamında degerlendirilmemektedir.
Çabuk bozulabilen veya son kullanma tarihi geçebilecek ürünler iade/değişim kapsamında değerlendirilmemektedir.
Sağlık veya hijyen açısından iadesi uygun olmayıp, tesliminden sonra ambalaj, bant, mühür, paket gibi koruyucu unsurları açılmış olan ürünler iade/değişim kapsamında değerlendirilmemektedir. (İç giyim, mayo, bikini, kişisel bakım, kozmetik ürünleri vb.)
Tesliminden sonra başka ürünlerle karışan ve doğası gereği ayrıştırılması mümkün olmayan ürünler iade/değişim kapsamında değerlendirilmemektedir.
Ürünün tesliminden sonra ambalajın açılmış olması halinde maddi ortamda sunulan kitap, dijital içerik ve bilgisayar sarf malzemeleri iade/değişim kapsamında değerlendirilmemektedir.
Abonelik sözleşmesi kapsamında sağlananlar dışında, gazete, dergi gibi süreli yayınlar iade/değişim kapsamında değerlendirilmemektedir.
Belirli bir tarihte veya dönemde yapılması gereken, konaklama, eşya taşıma, araba kiralama, yiyecek- içecek tedariki ve boş zamanın değerlendirilmesine ilişkin ürünler iade/değişim kapsamında değerlendirilmemektedir.
Elektronik ortamda anında ifa edilen hizmetler veya anında teslim edilen gayrimaddi ürünler iade/değişim kapsamında değerlendirilmemektedir.
Yiyecek ve içecek gibi günlük tüketim maddelerinin, satıcının düzenli teslimatları çerçevesinde tüketicinin meskenine veya işyerine gönderilmesi iade/değişim kapsamında değerlendirilmemektedir.",Meyve Sebze,https://www.migros.com.tr/hiyar-badem-paket-kg-p-1ad3add,2024-10-30 12:24:51
https://www.migros.com.tr/assets/icons/fast-cart-icon.svg,Maydanoz Adet,"16,95 TL",-,"Maydanoz; vitaminler açısından oldukça zengin bir sebzedir. Bir çok yemeğin içerisinde kullanılabileceği gibi, salataların içerisinde de çiğ olarak tüketilebilir. Bunun yanı sıra içerisinde bulunan antioksidanlar sayesinde detoks sularının içerisine katılabilecek sebzeler arasında yer alır. Maydanozu taze olarak tüketmeniz size daha fazla fayda sağlar. 
Maydanozun tazeliğini koruması için buzdolabının sebzelik kısmında muhafaza edilmesi gerekir. Buzdolabına koymadan önce maydanozun nemini alırsanız tazeliğini daha uzun süre korur. Sebze kurutucular sayesinde de maydanozu kolaylıkla kurutabilirsiniz. Sebze kurutucunuz bulunmuyorsa kağıt havlu yardımıyla maydanozun nemini alabilirsiniz. Maydanozu hava almayan, kilitli bir poşette saklarsanız dayanıklılık süresi artacaktır.",Meyve Sebze,https://www.migros.com.tr/maydanoz-adet-p-1af36a9,2024-10-30 12:24:53
https://www.migros.com.tr/assets/icons/fast-cart-icon.svg,Maydanoz Adet,"16,95 TL",-,"Maydanoz; vitaminler açısından oldukça zengin bir sebzedir. Bir çok yemeğin içerisinde kullanılabileceği gibi, salataların içerisinde de çiğ olarak tüketilebilir. Bunun yanı sıra içerisinde bulunan antioksidanlar sayesinde detoks sularının içerisine katılabilecek sebzeler arasında yer alır. Maydanozu taze olarak tüketmeniz size daha fazla fayda sağlar. 
Maydanozun tazeliğini koruması için buzdolabının sebzelik kısmında muhafaza edilmesi gerekir. Buzdolabına koymadan önce maydanozun nemini alırsanız tazeliğini daha uzun süre korur. Sebze kurutucular sayesinde de maydanozu kolaylıkla kurutabilirsiniz. Sebze kurutucunuz bulunmuyorsa kağıt havlu yardımıyla maydanozun nemini alabilirsiniz. Maydanozu hava almayan, kilitli bir poşette saklarsanız dayanıklılık süresi artacaktır.",Meyve Sebze,https://www.migros.com.tr/maydanoz-adet-p-1af36a9,2024-10-30 12:24:56
https://www.migros.com.tr/assets/icons/fast-cart-icon.svg,Kabak Sakız Kg,"99,95 TL","84,95 TL","Kabak Sakız, çorbadan mücvere kadar birçok farklı yemekte kullanılabilir. Yüksek besin değeriyle de bilinen sakız kabağının kendine has yoğun bir tadı vardır. Sakız kabağı, salatalarda ya da sebze yemeklerinde de tercih edilebilir. Kabak sakız ürünü ile yapılan dolma da mutfak kültürümüzde önemli bir yere sahiptir. Sakız kabağı tatlısı da özgün lezzeti ile ikramlarda kendisine yer bulur. Kahvaltılara zenginlik katmak isterseniz sakız kabağının reçelini de yapabilirsiniz. Kabak sakız, oldukça geniş bir kullanım alanına sahiptir.",Meyve Sebze,https://www.migros.com.tr/kabak-sakiz-kg-p-1adb000,2024-10-30 12:24:58
